date,num_clients,num_clients_lag_7,federal_holiday,big_holiday_before,big_holiday,big_holiday_after,num_sessions,total_traffic,community_event_count,community_event,community_gingerbread_express,community_holiday_market,wu_temp_high,wu_temp_avg,wu_temp_low,wu_humid_high,wu_humid_avg,wu_humid_low,wu_wind_high,wu_wind_avg,wu_precip,wu_event_fog,wu_event_rain,wu_event_snow,wu_event_hail,wu_event_thunderstorm,wu_event_sum,bb_cumulative_wins,bb_game,day_of_week_fri,day_of_week_mon,day_of_week_sat,day_of_week_sun,day_of_week_thu,day_of_week_tue,day_of_week_wed,quarter_q1,quarter_q2,quarter_q3,quarter_q4,bb_game_type_conference_tourney,bb_game_type_ncaa_tourney,bb_game_type_pre_season,bb_game_type_regular_season,bb_location_away,bb_location_home,bb_location_neutral,bb_ranked_opponent_False,bb_ranked_opponent_True,bb_game_result_loss,bb_game_result_win,bb_close_game_False,bb_close_game_True,wu_temp_high_sq,wu_temp_avg_sq,wu_temp_low_sq,wu_humid_high_sq,wu_humid_avg_sq,wu_humid_low_sq,wu_wind_high_sq,wu_wind_avg_sq,wu_precip_sq,num_sessions_lag_7,total_traffic_lag_7
2017-11-18,57.0,32.0,False,False,False,False,647.0,695342.0799455568,0,False,0,0,64,49,34,75,60,44,25,14,0.0,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,2401,1156,5625,3600,1936,625,196,0.0,229.0,145144.60445
2017-11-19,39.0,16.0,False,False,False,False,267.0,1774449.777821444,0,False,0,0,62,52,41,78,55,32,23,10,0.0,0,0,0,0,0,0,4,True,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,3844,2704,1681,6084,3025,1024,529,100,0.0,140.0,371719.9644539
2017-11-20,37.0,19.0,False,False,False,False,234.0,681834.951152,0,False,0,0,54,44,33,69,48,26,14,4,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2916,1936,1089,4761,2304,676,196,16,0.0,93.0,181279.28886522603
2017-11-21,41.0,29.0,False,False,False,False,392.0,1719023.5023533,0,False,0,0,62,48,33,70,54,38,18,9,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,2304,1089,4900,2916,1444,324,81,0.0,279.0,237636.835554444
2017-11-22,25.0,25.0,False,True,False,False,149.0,220390.9689263,0,False,0,0,59,48,37,89,60,30,16,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,2304,1369,7921,3600,900,256,36,0.0,204.0,294601.955556689
2017-11-23,5.0,55.0,True,False,True,False,19.0,5244.586667000001,0,False,0,0,46,36,25,78,60,41,13,3,0.0,0,0,0,0,0,0,5,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,2116,1296,625,6084,3600,1681,169,9,0.0,330.0,819263.1467100001
2017-11-24,30.0,42.0,False,False,False,True,291.0,1207292.017718,0,False,0,0,56,41,25,92,62,32,12,3,0.0,0,0,0,0,0,0,6,True,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,3136,1681,625,8464,3844,1024,144,9,0.0,302.0,283060.33775356
2017-11-25,48.0,57.0,False,False,False,False,382.0,912019.34227,0,False,0,0,65,49,32,75,55,34,15,5,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,2401,1024,5625,3025,1156,225,25,0.0,647.0,695342.0799455568
2017-11-26,26.0,39.0,False,False,False,False,216.0,1804030.8622299999,0,False,0,0,58,47,36,64,46,28,12,4,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,2209,1296,4096,2116,784,144,16,0.0,267.0,1774449.777821444
2017-11-27,50.0,37.0,False,False,False,False,438.0,358673.635567,0,False,0,0,62,50,38,58,43,27,10,4,0.0,0,0,0,0,0,0,7,True,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,3844,2500,1444,3364,1849,729,100,16,0.0,234.0,681834.951152
2017-11-28,53.0,41.0,False,False,False,False,487.0,1929167.07532222,0,False,0,0,65,49,32,85,54,23,17,5,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,2401,1024,7225,2916,529,289,25,0.0,392.0,1719023.5023533
2017-11-29,75.0,25.0,False,False,False,False,559.0,3978429.440211,0,False,0,0,70,53,35,64,45,26,10,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,2809,1225,4096,2025,676,100,16,0.0,149.0,220390.9689263
2017-11-30,81.0,5.0,False,False,False,False,852.0,3103918.6488774,0,False,0,0,61,51,40,70,56,42,13,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,2601,1600,4900,3136,1764,169,16,0.0,19.0,5244.586667000001
2017-12-01,159.0,30.0,False,False,False,False,1415.0,4763198.5783,1,True,0,0,60,48,36,85,58,31,8,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2304,1296,7225,3364,961,64,9,0.0,291.0,1207292.017718
2017-12-02,71.0,48.0,False,False,False,False,692.0,3857754.453244,1,True,0,1,54,42,29,92,73,54,15,3,0.0,0,0,0,0,0,0,8,True,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2916,1764,841,8464,5329,2916,225,9,0.0,382.0,912019.34227
2017-12-03,64.0,26.0,False,False,False,False,727.0,2450747.73353,1,True,0,0,62,49,36,92,66,39,7,2,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,2401,1296,8464,4356,1521,49,4,0.0,216.0,1804030.8622299999
2017-12-04,68.0,50.0,False,False,False,False,548.0,2684280.604778,0,False,0,0,56,44,31,89,66,43,14,3,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,1936,961,7921,4356,1849,196,9,0.0,438.0,358673.635567
2017-12-05,72.0,53.0,False,False,False,False,498.0,1462790.8267579996,0,False,0,0,62,50,37,100,80,60,22,8,0.15,0,1,0,0,0,1,8,True,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,3844,2500,1369,10000,6400,3600,484,64,0.0225,487.0,1929167.07532222
2017-12-06,66.0,75.0,False,False,False,False,706.0,5051498.951078,0,False,0,0,56,48,40,93,60,26,14,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,2304,1600,8649,3600,676,196,16,0.0,559.0,3978429.440211
2017-12-07,76.0,81.0,False,False,False,False,736.0,2759819.94694,0,False,0,0,50,43,35,59,47,34,12,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,1849,1225,3481,2209,1156,144,9,0.0,852.0,3103918.6488774
2017-12-08,76.0,159.0,False,False,False,False,930.0,1819158.1866799998,0,False,0,0,42,38,34,89,61,33,12,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,1444,1156,7921,3721,1089,144,16,0.0,1415.0,4763198.5783
2017-12-09,60.0,71.0,False,False,False,False,536.0,1962713.8844,3,True,0,1,35,34,33,100,91,82,8,2,0.14,0,0,1,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,1156,1089,10000,8281,6724,64,4,0.019600000000000003,692.0,3857754.453244
2017-12-10,46.0,64.0,False,False,False,False,607.0,1798376.675793,0,False,0,0,42,35,28,96,68,40,13,5,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,1225,784,9216,4624,1600,169,25,0.0,727.0,2450747.73353
2017-12-11,61.0,68.0,False,False,False,False,601.0,3095478.61328,0,False,0,0,51,39,27,78,55,32,14,5,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2601,1521,729,6084,3025,1024,196,25,0.0,548.0,2684280.604778
2017-12-12,53.0,72.0,False,False,False,False,296.0,654719.4310749001,0,False,0,0,50,38,26,76,54,31,21,8,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,1444,676,5776,2916,961,441,64,0.0,498.0,1462790.8267579996
2017-12-13,61.0,66.0,False,False,False,False,543.0,1884931.9824400002,0,False,0,0,38,31,24,42,35,27,16,8,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,961,576,1764,1225,729,256,64,0.0,706.0,5051498.951078
2017-12-14,59.0,76.0,False,False,False,False,600.0,3416490.09795,1,True,1,0,47,38,29,63,49,34,16,7,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,1444,841,3969,2401,1156,256,49,0.0,736.0,2759819.94694
2017-12-15,57.0,76.0,False,False,False,False,515.0,1396394.0977629998,1,True,1,0,33,29,24,81,65,49,9,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,841,576,6561,4225,2401,81,9,0.0,930.0,1819158.1866799998
2017-12-16,76.0,60.0,False,False,False,False,630.0,1760843.6626900001,2,True,1,1,51,38,25,68,50,32,18,8,0.0,0,0,0,0,0,0,9,True,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2601,1444,625,4624,2500,1024,324,64,0.0,536.0,1962713.8844
2017-12-17,44.0,46.0,False,False,False,False,663.0,1664263.3958020003,0,False,0,0,51,40,29,78,58,38,10,1,0.0,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2601,1600,841,6084,3364,1444,100,1,0.0,607.0,1798376.675793
2017-12-18,59.0,61.0,False,False,False,False,570.0,3343743.431144301,0,False,0,0,62,48,34,100,73,46,16,5,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,2304,1156,10000,5329,2116,256,25,0.0,601.0,3095478.61328
2017-12-19,87.0,53.0,False,False,False,False,658.0,2558653.43981222,0,False,0,0,63,51,39,86,60,34,15,4,0.0,0,0,0,0,0,0,10,True,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,3969,2601,1521,7396,3600,1156,225,16,0.0,296.0,654719.4310749001
2017-12-20,106.0,61.0,False,False,False,False,1165.0,4108873.9563599997,0,False,0,0,62,51,39,64,45,26,9,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,2601,1521,4096,2025,676,81,9,0.0,543.0,1884931.9824400002
2017-12-21,,59.0,False,False,False,False,,,1,True,1,0,47,38,28,75,56,37,9,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,1444,784,5625,3136,1369,81,9,0.0,600.0,3416490.09795
2017-12-22,,57.0,False,False,False,False,,,1,True,1,0,54,42,30,75,63,50,12,4,0.0,0,0,0,0,0,0,11,True,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2916,1764,900,5625,3969,2500,144,16,0.0,515.0,1396394.0977629998
2017-12-23,,76.0,False,False,False,False,,,2,True,1,1,64,55,45,90,76,62,23,10,0.06,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,3025,2025,8100,5776,3844,529,100,0.0036,630.0,1760843.6626900001
2017-12-24,,44.0,False,True,False,False,,,0,False,0,0,47,41,35,89,73,57,10,4,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,1681,1225,7921,5329,3249,100,16,0.0,663.0,1664263.3958020003
2017-12-25,,59.0,True,False,True,False,,,0,False,0,0,43,37,31,82,54,26,21,6,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,1369,961,6724,2916,676,441,36,0.0,570.0,3343743.431144301
2017-12-26,,87.0,False,False,False,True,,,0,False,0,0,39,34,28,53,43,32,13,3,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,1156,784,2809,1849,1024,169,9,0.0,658.0,2558653.43981222
2017-12-27,,106.0,False,False,False,False,,,0,False,0,0,38,29,20,68,54,40,15,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,841,400,4624,2916,1600,225,36,0.0,1165.0,4108873.9563599997
